announcement_type,date_of_issue_of_auction_notice,name_of_corporate_debtor,cin_no.,name_of_insolvency_professional,date_of_auction,reserve_price,last_date_of_submission,days_until_submission
Addendum,2024-06-04,Kohinoor Pulp and Paper Private Limited,U74999WB2008PTC126964,Mr. Krishnaswami C V R,2024-04-10,40000000.0,2024-04-08,-456
Issue of Auction Notice,2024-06-04,Kohinoor Pulp and Paper Private Limited,U74999WB2008PTC126964,Mr. Krishnaswami C V R,2024-04-29,47700000.0,2024-04-26,-438
Issue of Auction Notice,2024-05-04,Samruddhi Realty Limited,L07010KA2003PLC032934,Mr. Pankaj Srivastava,2024-05-06,880000000.0,2024-05-04,-430
Issue of Auction Notice,2024-05-04,Samruddhi Realty Limited,L07010KA2003PLC032934,Mr. Pankaj Srivastava,2024-05-06,200000000.0,2024-05-04,-430
Issue of Auction Notice,2024-05-04,Samruddhi Realty Limited,L07010KA2003PLC032934,Mr. Pankaj Srivastava,2024-05-06,62500000.0,2024-05-04,-430
Issue of Auction Notice,2024-05-04,Samruddhi Realty Limited,L07010KA2003PLC032934,Mr. Pankaj Srivastava,2024-05-06,31300000.0,2024-05-04,-430
Issue of Auction Notice,2024-05-04,Samruddhi Realty Limited,L07010KA2003PLC032934,Mr. Pankaj Srivastava,2024-05-06,31300000.0,2024-05-04,-430
Issue of Auction Notice,2024-05-04,Samruddhi Realty Limited,L07010KA2003PLC032934,Mr. Pankaj Srivastava,2024-05-06,240000000.0,2024-05-04,-430
Issue of Auction Notice,2024-05-04,Tag Offshore Limited,U63090MH2003PLC139657,Mr. Sudip Bhattacharya,2024-04-30,0.0,2024-04-12,-452
Issue of Auction Notice,2024-05-04,RASHMI YARNS LIMITED,U17110GJ1997PLC033075,Mr. Ganesh Venkata Siva Rama Krishna Remani,2024-05-03,65000000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,RASHMI YARNS LIMITED,U17110GJ1997PLC033075,Mr. Ganesh Venkata Siva Rama Krishna Remani,2024-05-03,50800000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,RASHMI YARNS LIMITED,U17110GJ1997PLC033075,Mr. Ganesh Venkata Siva Rama Krishna Remani,2024-05-03,48500000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,RASHMI YARNS LIMITED,U17110GJ1997PLC033075,Mr. Ganesh Venkata Siva Rama Krishna Remani,2024-05-03,11500000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2024-05-02,104900000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,RASHMI YARNS LIMITED,U17110GJ1997PLC033075,Mr. Ganesh Venkata Siva Rama Krishna Remani,2024-05-03,2700000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2024-05-02,70000000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2024-05-02,60000000.0,2024-04-30,-434
Issue of Auction Notice,2024-05-04,Marmagoa Steel Limted,L27106GA1987PLC000764,Mr. E S S Sriramachandra Murthy,2024-05-08,210000000.0,2024-05-06,-428
Issue of Auction Notice,2024-05-04,SHRADHA AGENCIES PRIVATE LIMITED,U51909WB1996PTC078810,Mr. Manish Jain,2024-04-30,20700000.0,2024-04-27,-437
Issue of Auction Notice,2024-05-04,SHRADHA AGENCIES PRIVATE LIMITED,U51909WB1996PTC078810,Mr. Manish Jain,2024-04-30,21000000.0,2024-04-27,-437
Issue of Auction Notice,2024-05-04,SHRADHA AGENCIES PRIVATE LIMITED,U51909WB1996PTC078810,Mr. Manish Jain,2024-04-30,8000000.0,2024-04-27,-437
Issue of Auction Notice,2024-04-04,R.S.H. AGRO PRODUCTS LIMITED,U15132AS2012PLC012193,SUDHA SARMA,2024-04-26,175597611.0,2024-04-24,-440
Issue of Auction Notice,2024-04-04,R.S.H. AGRO PRODUCTS LIMITED,U15132AS2012PLC012193,SUDHA SARMA,2024-04-26,13000000.0,2024-04-24,-440
Issue of Auction Notice,2024-04-04,R.S.H. AGRO PRODUCTS LIMITED,U15132AS2012PLC012193,SUDHA SARMA,2024-04-26,216360.0,2024-04-24,-440
Issue of Auction Notice,2024-04-04,R.S.H. AGRO PRODUCTS LIMITED,U15132AS2012PLC012193,SUDHA SARMA,2024-04-26,600000.0,2024-04-24,-440
Issue of Auction Notice,2024-04-04,RAMDEV PVC PRODUCTS PRIVATE LIMITED,U25111GJ2013PTC077004,Mr. Naveen Brijmohan Bazari,2024-04-29,10700000.0,2024-04-26,-438
Issue of Auction Notice,2024-04-04,Periyar Agro Food Industries Private Limited,U15311KL1996PTC011047,Mr. Easwara Pillai Kesavan Nair,2024-05-04,60900000.0,2024-05-02,-432
Issue of Auction Notice,2024-04-04,Protocol Marine Services Private Limited,U63090MH2001PTC133857,Mr.Harish Kant Kaushik,2024-05-02,142500000.0,2024-04-29,-435
Issue of Auction Notice,2024-04-04,Sapphire Space Infracon Private Limited,U45200MH2008PTC179662,Mr.Harish Kant Kaushik,2024-05-02,490190000.0,2024-04-29,-435
Issue of Auction Notice,2024-04-04,Conglome Technoconstructions Private Limited,U45203KA2007PTC051196,Mr.Harish Kant Kaushik,2024-05-02,490190000.0,2024-04-29,-435
Issue of Auction Notice,2024-03-04,Western India Metal Processors Limited,U27109MH2006PLC164182,Mr. Ramesh Bhosale,2024-04-20,0.0,2024-04-20,-444
Issue of Auction Notice,2024-03-04,ACCENT PACKAGING PRIVATE LIMITED,U52399DD2003PTC003292,Sanjay B Shah,2024-04-25,66736000.0,2024-04-22,-442
Issue of Auction Notice,2024-02-04,KANIK ELECTRONICS PRIVATE LIMITED,U31900DL2012PTC231966,Ms. Deepika Bhugra Prasad,2024-04-26,32019098.0,2024-04-24,-440
Issue of Auction Notice,2024-02-04,Ashapura Intimates Fashion Limited,L17299MH2006PLC163133,Mr. Bhavesh Mansukhbhai Rathod,2024-04-29,391425375.0,2024-04-27,-437
Issue of Auction Notice,2024-02-04,Aster Private Limited,U32204TG1998PTC029457,Mr. Naren Sheth,2024-04-29,467800000.0,2024-04-27,-437
Issue of Auction Notice,2024-02-04,AK Power Industries Private Limited,U40104WB2008PTC130530,Mr. Pratim Bayal,2024-04-29,39072213.0,2024-04-26,-438
Issue of Auction Notice,2024-02-04,SARGAM BUILDERS PVT LTD,U45201KL1997PTC011565,Mr. Jasin Jose,2024-05-07,39567000.0,2024-05-03,-431
Issue of Auction Notice,2024-02-04,Shri Lakshmi Cotsyn Limited,L17122UP1988PLC009985,Mr. Rohit Sehgal,2024-04-26,706000000.0,2024-04-24,-440
Issue of Auction Notice,2024-02-04,Parekh Aluminex Limited,L27203MH1994PLC080732,Mr. Avil Jerome Menezes,2024-04-24,7176839.0,2024-04-22,-442
Issue of Auction Notice,2024-02-04,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2024-05-03,3280587100.0,2024-04-30,-434
Issue of Auction Notice,2024-02-04,MUKTAR MINERALS PRIVATE LIMITED,U13100GA2004PTC003585,Mr. Anup Kumar Singh,2024-04-30,281610000.0,2024-04-27,-437
Issue of Auction Notice,2024-02-04,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2024-05-03,2921013500.0,2024-04-30,-434
Issue of Auction Notice,2024-02-04,Muktar Infrastructure India Private Limited,U74930GA2010PTC006256,Mr. Anup Kumar Singh,2024-04-30,250000000.0,2024-04-27,-437
Issue of Auction Notice,2024-01-04,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-05-04,132800000.0,2024-05-02,-432
Issue of Auction Notice,2024-01-04,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-05-04,384300000.0,2024-05-02,-432
Issue of Auction Notice,2024-01-04,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-27,1500000.0,2024-04-25,-439
Issue of Auction Notice,2024-01-04,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-27,25100000.0,2024-04-25,-439
Issue of Auction Notice,2024-01-04,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-27,38810000.0,2024-04-25,-439
Issue of Auction Notice,2024-01-04,Vandana Vidhyut Limited,U04010CT1995PLC010142,Mr. Sanjay Gupta,2024-04-29,164004785.0,2024-04-27,-437
Issue of Auction Notice,2024-01-04,AKSHATA MERCANTILE PRIVATE LIMITED,U51909MH2001PTC133035,Mr. Dilipkumar Natvarlal Jagad,2024-04-30,99500000.0,2024-04-27,-437
Issue of Auction Notice,2024-01-04,Auro Gold Jewellery Private Limited,U51398MH1993PTC074600,Mr. Avil Jerome Menezes,2024-04-26,305631300.0,2024-04-24,-440
Issue of Auction Notice,,Rajmangal Milk & Agro Foods Pvt Ltd,U15200PN2011PTC140163,Mr. Ravi Prakash Ganti,2024-04-25,16400000.0,2024-04-22,-442
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-21,222500000.0,2024-04-17,-447
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-21,25500000.0,2024-04-17,-447
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-21,53900000.0,2024-04-17,-447
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-21,22500000.0,2024-04-17,-447
Issue of Auction Notice,,BEVCON WAYORS PRIVATE LIMITED,U29210TG1994PTC018656,Mr. Venkat Narsinga Rao Kalvakota,2024-04-29,84628000.0,2024-04-26,-438
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-19,351200000.0,2024-04-17,-447
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-19,33200000.0,2024-04-17,-447
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-19,2700000.0,2024-04-17,-447
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-21,27000000.0,2024-04-17,-447
Issue of Auction Notice,,Tripurari Properties Private Limited,U70109WB2008PTC125328,Rashmi Chhawchharia,2024-04-29,3177034.0,2024-04-27,-437
Issue of Auction Notice,,SHREEOM PRIME FOODS PRIVATE LIMITED,U15139RJ2013PTC041247,Mr. Satyendra Prasad Khorania,2024-05-08,6177870.0,2024-05-06,-428
Issue of Auction Notice,,Cantronics Office Equipment Pvt Ltd,U32109MH1994PTC084138,bharati manoj daga,2024-04-19,3090690.0,2024-04-17,-447
Issue of Auction Notice,,Cantronics Office Equipment Pvt Ltd,U32109MH1994PTC084138,bharati manoj daga,2024-04-19,3090690.0,2024-04-17,-447
Issue of Auction Notice,,VISA RESOURCES INDIA LIMITED,U52110WB2006PLC111091,Mr. Kapilendra Swain,2024-04-25,42400000.0,2024-04-23,-441
Issue of Auction Notice,,Mahabali Innovative Technologies Private Limited,U33005MH1996PTC099218,Rakesh Kumar Jindal,2024-04-17,27990000.0,2024-04-15,-449
Issue of Auction Notice,,Auto Friction Components India Private Ltd,U34300KL1972PTC002468,Mr. Raju Palanilkunnathil Kesavan,2024-04-26,42750000.0,2024-04-24,-440
Issue of Auction Notice,,Ramanand Steel Limited,U27106MH1999PLC119531,Mr. Dushyant C Dave,2024-04-29,49346269.0,2024-04-26,-438
Issue of Auction Notice,,Barcley Enterprises Limited,L01132WB1983PLC035629,Mr. Jai Narayan Gupta,2024-04-24,10350000.0,2024-04-22,-442
Issue of Auction Notice,,RNM Infra Private Limited,U45400WB2011PTC156973,Mr. Kanakabha Ray,2024-04-24,4300000.0,2024-04-22,-442
Issue of Auction Notice,,PADMAADEVI SUGARS LIMITED,U15421TN1995PLC029913,Mr. C. Ramasubramaniam,2024-04-29,1637281500.0,2024-04-26,-438
Issue of Auction Notice,,RNP MARKETING AND CARGO PRIVATE LIMITED,U01100MH2008PTC187995,Mr. Jitender Kothari,2024-04-26,22500000.0,2024-04-24,-440
Issue of Auction Notice,,HANUMANTA ENGINEERING PRIVATE LIMITED (FORMERLY KNOWN AS SRC STEELS PRIVATE LIMITED),U27109WB1998PTC087433,Mr. Sanjit Kumar Nayak,2024-04-23,39419300.0,2024-04-18,-446
Issue of Auction Notice,,Essar Power (Jharkhand) Limited,U31101DL2005PLC211274,Mr. Huzefa Fakhri Sitabkhan,2024-04-24,1200000000.0,2024-04-22,-442
Issue of Auction Notice,,Essar Power (Jharkhand) Limited,U31101DL2005PLC211274,Mr. Huzefa Fakhri Sitabkhan,2024-04-24,510000000.0,2024-04-22,-442
Issue of Auction Notice,,Essar Power (Jharkhand) Limited,U31101DL2005PLC211274,Mr. Huzefa Fakhri Sitabkhan,2024-04-24,410000000.0,2024-04-22,-442
Issue of Auction Notice,,Essar Power (Jharkhand) Limited,U31101DL2005PLC211274,Mr. Huzefa Fakhri Sitabkhan,2024-04-24,105000000.0,2024-04-22,-442
Issue of Auction Notice,,Essar Power (Jharkhand) Limited,U31101DL2005PLC211274,Mr. Huzefa Fakhri Sitabkhan,2024-04-24,36000000.0,2024-04-22,-442
Issue of Auction Notice,,CLUTCH AUTO LIMITED,L34300DL1971PLC005634,Mr. Arunava Sikdar,2024-04-26,0.0,2024-04-23,-441
Issue of Auction Notice,,AUTOCOP (INDIA) PRIVATE LIMITED,U74999MH1991PTC063312,Mr. Amit Chandrashekhar Poddar,2024-04-23,215000000.0,2024-04-19,-445
Issue of Auction Notice,,Sri Lakshmi Saraswathi Spintex Limited,U17120TN2010PLC078474,Mr. Prabhu S,2024-04-24,48409999.0,2024-04-22,-442
Issue of Auction Notice,,PERFECT INTERNATIONAL FABRICATORS PRIVATE LIMITED,U74992TN2006PTC061625,Ms. Sripriya Kumar,2024-04-12,578506.0,2024-04-09,-455
Issue of Auction Notice,,Noni Bio-Tech Pvt Ltd,U72900TN2001PTC047205,Ms. J. Karthiga,2024-04-26,14000000.0,2024-04-21,-443
Issue of Auction Notice,,EASUN PRODUCTS OF INDIA PRIVATE LIMITED,U51102TN1964PTC005248,Mr. G. Mukundan,2024-04-25,17240000.0,2024-04-23,-441
Issue of Auction Notice,,Speck Systems Limited,U29309TG1985PLC005246,Kallat Vatsa Kumar,2024-04-22,374100000.0,2024-04-19,-445
Corrigendum,,VINDHYAVASINI STEEL PRODUCTS PRIVATE LIMITED,U27310MH2011PTC222526,Rajesh Ramesh Kamath,2024-04-22,70878600.0,2024-04-19,-445
Issue of Auction Notice,,BLUEWATER FOODS AND EXPORTS PRIVATE LIMITED,U51223KA1997PTC021995,Mr. Shivadutt Bannanje,2024-04-25,26382000.0,2024-04-23,-441
Issue of Auction Notice,,AAWRUN FURNISHING MAN-TRA PVT. LTD,U17299WB2005PTC103259,Umesh Poddar,2024-04-20,1225580.0,2024-04-16,-448
Issue of Auction Notice,,FOREVER PRECIOUS JEWELLERY AND DIAMONDS LIMITED,U36911GJ1996PLC028701,Mr. Amit Gupta,2024-04-20,8982000.0,2024-04-18,-446
Issue of Auction Notice,,MAQDOOM MOGHNY ENTERPRISES PRIVATE LIMITED,U74900TG2011PTC077682,Mr. Sreedhar Nukala,2024-04-13,1530900.0,2024-04-11,-453
Issue of Auction Notice,,H & V ENGINEERING AND CONSTRUCTION PRIVATE LIMITED,U45400MH2012PTC230848,Mr. Anish Gupta,2024-04-20,6049756.0,2024-04-18,-446
Issue of Auction Notice,,H & V ENGINEERING AND CONSTRUCTION PRIVATE LIMITED,U45400MH2012PTC230848,Mr. Anish Gupta,2024-04-20,16939846.0,2024-04-18,-446
Issue of Auction Notice,,DEX-VIN POLYMERS PRIVATE LIMITED,U17120MH1990PTC057006,Mr. Anish Gupta,2024-04-20,6049756.0,2024-04-18,-446
Issue of Auction Notice,,Sab Global Entertainment Media Private Limited,U22219MH2013PTC241296,Mukesh Verma,2024-05-01,0.0,2024-05-01,-433
Issue of Auction Notice,,GVK INDUSTRIES LIMITED,U74999TG1992PLC014388,Mr. Sai Ramesh Kanuparthi,2024-04-20,800800000.0,2024-04-05,-459
Issue of Auction Notice,,VINDHYAVASINI STEEL PRODUCTS PRIVATE LIMITED,U27310MH2011PTC222526,Rajesh Ramesh Kamath,2024-04-22,70878600.0,2024-04-19,-445
Addendum,,INDO INTERNATIONAL TOBACCO LIMITED,U16000DL2017PLC317682,Mr. Umesh Garg,2024-04-10,3507300.0,2024-04-08,-456
Issue of Auction Notice,,DANESITA PHADNIS FOOD INDUSTRIES LIMITED,U15500PN2011PLC138494,Mr. Vishal Ghisulal Jain,2024-04-18,1355000.0,2024-04-06,-458
Issue of Auction Notice,,KND ENGINEERING TECHNOLOGIES LTD,L74210WB1982PLC034947,Ms. Mamta Binani,2024-04-26,154200000.0,2024-04-24,-440
Issue of Auction Notice,,SHREE DAKSH JYOT SILK MILLS PRIVATE LIMITED,U99999MH1988PTC047141,Mr. Indrajit Mukherjee,2024-04-08,119272500.0,2024-04-06,-458
Issue of Auction Notice,,SHREE DAKSH JYOT SILK MILLS PRIVATE LIMITED,U99999MH1988PTC047141,Mr. Indrajit Mukherjee,2024-04-08,23085000.0,2024-04-06,-458
Issue of Auction Notice,,SHREE DAKSH JYOT SILK MILLS PRIVATE LIMITED,U99999MH1988PTC047141,Mr. Indrajit Mukherjee,2024-04-08,11486327.0,2024-04-06,-458
Issue of Auction Notice,,Supreme Coated Board Mills Private Limited,U21022TN2003PTC051112,Mrs. Raja Lakshmi Vardarajan,2024-04-10,5600000.0,2024-04-06,-458
Issue of Auction Notice,,Nanai Dairy Private Limited,U15209MH2009PTC189530,Mr. Prashant Jain,2024-04-18,2800000.0,2024-04-16,-448
Issue of Auction Notice,,JUKU ORCHEM PRIVATE LIMITED,U15141TN1997PTC070777,Mr. Chandrasekhar Sagutoor,2024-04-18,67000000.0,2024-04-15,-449
Issue of Auction Notice,,JUKU ORCHEM PRIVATE LIMITED,U15141TN1997PTC070777,Mr. Chandrasekhar Sagutoor,2024-04-18,65000000.0,2024-04-15,-449
Issue of Auction Notice,,Aaj Ka Anand Papers Limited,U22110MH1993PLC034813,Mr. Jitender Kumar Jain,2024-04-24,217270323.0,2024-04-22,-442
Issue of Auction Notice,,SREE BHADRA PARKS AND RESORTS LIMITED,U55102KL1998PLC012533,Mr. K. Parameswaran Nair,2024-04-18,6200145.0,2024-04-15,-449
Issue of Auction Notice,,RG INFRA-BUILD PRIVATE LIMITED,U70101DL2005PTC135052,Mr. Rakesh Kumar Jain,2024-04-05,50127800.0,2024-04-03,-461
Issue of Auction Notice,,Gian Chand and Sons Private Limited,U18100PB1988PTC008266,Mr. Rajeev Bhambri,2024-04-20,3240000.0,2024-04-18,-446
Issue of Auction Notice,,Pratibha Industries Limited,L45200MH1995PLC090760,Mr. Avil Jerome Menezes,2024-04-10,600000000.0,2024-04-08,-456
Issue of Auction Notice,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-04-06,1260000.0,2024-04-04,-460
Issue of Auction Notice,,Dev Denso Power Ltd,U74200DL1997PLC091296,Ms. Pooja Bahry,2024-04-23,8969843.0,2024-04-20,-444
Issue of Auction Notice,,AAM SKY GEOSPATIAL SOLUTIONS PRIVATE LIMITED,U72200TG2015PTC098746,Mr. Piyush Kisanlal Jani,2024-04-19,5250000.0,2024-04-16,-448
Corrigendum,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2024-04-15,186851747.48,2024-04-13,-451
Issue of Auction Notice,,Stan Autos Private Limited,U74899DL1991PTC044879,Mr. Vijay Kishore Saxena,2024-04-16,1425000.0,2024-04-13,-451
Issue of Auction Notice,,Pandhari Milk Private Limited,U74999PN2014PTC151510,Mr. Prashant Jain,2024-04-15,75666569.0,2024-04-12,-452
Addendum,,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2024-04-15,3074751000.0,2024-04-12,-452
Issue of Auction Notice,,Max Flex & Imaging Systems Limited.,U92112MH2002PLC137690,Mr. Fanendra Harakchand Munot,2024-04-18,100213200.0,2024-04-15,-449
Issue of Auction Notice,,VASTU LAND REALTORS PRIVATE LIMITED,U45400MH2008PTC180113,Mr. Srigini Rajat Naidu,2024-04-18,19433437.0,2024-04-13,-451
Issue of Auction Notice,,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2024-04-15,116500000.0,2024-04-13,-451
Issue of Auction Notice,,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2024-04-15,77600000.0,2024-04-13,-451
Issue of Auction Notice,,BIL Infratech Limited,U45400WB2010PLC151807,Mr. Subodh Kumar Agrawal,2024-04-15,60000000.0,2024-04-13,-451
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2024-04-15,186851747.48,2024-04-13,-451
Issue of Auction Notice,,Ambica Polad Private Limited,U27100MH2009PTC192432,Mr. Dinesh Kumar Aggarwal,2024-04-18,49500000.0,2024-04-16,-448
Issue of Auction Notice,,MAP OIL LLP,AAF4591,Mr. Vinod Tarachand Agrawal,2024-04-18,71700000.0,2024-04-15,-449
Issue of Auction Notice,,SUPREME TEX MART LIMITED,L17117PB1988PLC016933,Mr. Ravinder Kumar Goel,2024-04-19,12150000.0,2024-04-16,-448
Issue of Auction Notice,,TURNING POINT ESTATES PRIVATE LIMITED,U70100MH2006PTC184784,Namrata Amol Randeri,2024-04-19,810000000.0,2024-04-16,-448
Corrigendum,,MUDHAI DAIRY PRIVATE LIMITED,U01212PN2008PTC132796,Mr. Dinesh Gopal Mundada,2024-04-11,34200000.0,2024-04-09,-455
Issue of Auction Notice,,DIDWANIA SPINNING MILLS PRIVATE LIMITED,U17200MH2013PTC239833,Mr. Shrikant Madanlal Zawar,2024-04-03,0.0,2024-04-01,-463
Issue of Auction Notice,,DIDWANIA SPINNING MILLS PRIVATE LIMITED,U17200MH2013PTC239833,Mr. Shrikant Madanlal Zawar,2024-04-03,0.0,2024-04-01,-463
Issue of Auction Notice,,J.M.L Marketings Private Limited,U15490UP2002PTC026613,Madan Mohan Dhupar,2024-05-07,0.0,2024-05-07,-427
Issue of Auction Notice,,OCEANIC EDIBLES INTERNATIONAL LIMITED,U05001TN1994PLC029335,Mr. Pathukasahasram Raghunathan Raman,2024-04-08,9000000.0,2024-04-01,-463
Issue of Auction Notice,,Unimetal Castings Limited,U27310PN1995PLC090557,Mr. Pankaj Sham Joshi,2024-04-15,38928600.0,2024-04-12,-452
Addendum,,HVR Projects Private Limited,U70102WB2012PTC189246,Mr. Sabir Kanti Mazumder,2024-04-17,25000000.0,2024-04-12,-452
Issue of Auction Notice,,Map Refoils India Limited,U15122GJ2015PLC081840,Mukesh R. Dayani,2024-04-06,369874000.0,2024-03-29,-466
Corrigendum,,SCOTTS GARMENTS LIMITED,U18101KA2002PLC030185,Mr. Madhugiri Venkatarayappa Sudarshan,2024-03-25,470000000.0,2024-03-22,-473
Issue of Auction Notice,,Enestee Engineering Ltd.,U74210MH2005PLC151952,Mr. Atul Rajwadkar,2024-04-10,0.0,2024-03-31,-464
Issue of Auction Notice,,Gupta Infrastructure (India) Pvt. Ltd.,U45200MH2005PTC157219,Mr. Atul Rajwadkar,2024-04-19,500000.0,2024-04-16,-448
Issue of Auction Notice,,Power Televentures Private Limited,U51395MP2005PTC017738,Mr. Shikhar Chand Jain,2024-04-10,8100000.0,2024-04-08,-456
Issue of Auction Notice,,Techno Fab Manufacturing Ltd.,U31909WB1995PLC069550,Mr. Kamalesh Kumar Singhania,2024-04-11,12110000.0,2024-04-09,-455
Issue of Auction Notice,,WEB TECH PACKAGINGS (INDIA) PRIVATE LIMITED,U25202DL1998PTC092055,Ms. Ashu Gupta,2024-04-17,3978780.0,2024-04-15,-449
Issue of Auction Notice,,WEB TECH PACKAGINGS (INDIA) PRIVATE LIMITED,U25202DL1998PTC092055,Ms. Ashu Gupta,2024-04-17,29965.0,2024-04-15,-449
Issue of Auction Notice,,WEB TECH PACKAGINGS (INDIA) PRIVATE LIMITED,U25202DL1998PTC092055,Ms. Ashu Gupta,2024-04-17,2313268.0,2024-04-15,-449
Issue of Auction Notice,,Madhur Nourishment Products LLP,AAF6086,Mr. Prashant Jain,2024-04-15,31016882.0,2024-04-12,-452
Issue of Auction Notice,,TALWALKARS BETTER VALUE FITNESS LIMITED,L92411MH2003PLC140134,Gajesh Labhchand Jain,2024-04-15,121532455.0,2024-04-12,-452
Issue of Auction Notice,,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2024-04-15,381743000.0,2024-04-12,-452
Issue of Auction Notice,,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2024-04-15,3074751000.0,2024-04-12,-452
Issue of Auction Notice,,IND-BARATH THERMAL POWER LIMITED,U40101TG2007PLC052232,Mr. Deepak Maini,2024-04-18,1839893211.0,2024-04-16,-448
Issue of Auction Notice,,GONGLU AGRO PRIVATE LIMITED,U15500TN2013PTC090649,Mr. S.R. Shriraam Shekher,2024-04-15,425700000.0,2024-04-10,-454
Addendum,,INDO INTERNATIONAL TOBACCO LIMITED,U16000DL2017PLC317682,Mr. Umesh Garg,2024-04-01,3897000.0,2024-03-30,-465
Issue of Auction Notice,,VARANASI AUTO SALES LIMITED,U25112UP1977PLC004427,Mr. Yogesh Gupta,2024-04-10,299700000.0,2024-04-06,-458
